Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order type,Customer Order Code,Value,Currency,Items,Route
11.03.2010,09.08.2009,IT,P6646,Parka B,VO,ORD723618,395.63,RUB,37,R89
19.11.2009,08.07.2009,UK,P5409,Parka B,VO,ORD653288,238.46,RUB,9,R93
31.12.2010,27.06.2010,ES,P5357,Parka B,VO,ORD620724,396.24,EUR,10,R35
25.11.2011,16.02.2010,RU,P3074,Parka A,VO,ORD695517,426.94,EUR,5,R17
10.04.2011,21.07.2009,CN,P6467,Parka D,VO,ORD837626,315.82,EUR,41,R19
03.07.2011,10.07.2010,UK,P8474,Parka A,VO,ORD476076,435.96,RUB,44,R13
27.08.2011,07.07.2009,RU,P2256,Parka A,VO,ORD212215,431.32,USD,24,R83
16.06.2010,07.02.2010,US,P9310,Parka A,VO,ORD885281,280.01,USD,5,R14
07.05.2010,25.11.2010,DE,P5263,Parka D,VO,ORD245688,272.24,RUB,17,R43
17.08.2010,21.02.2009,FR,P4721,Parka C,VO,ORD310760,152.94,EUR,23,R40
17.06.2010,11.12.2011,ES,P2768,Parka D,VO,ORD472876,373.09,EUR,12,R96
21.12.2009,23.12.2010,US,P8285,Parka C,VO,ORD903530,65.39,EUR,46,R72
22.12.2010,21.01.2010,RU,P7842,Parka A,VO,ORD504506,476.93,USD,6,R90
23.03.2011,28.10.2009,UK,P5402,Parka D,VO,ORD582056,150.22,USD,46,R73
16.12.2010,25.04.2010,CN,P8878,Parka C,VO,ORD234164,431.07,RUB,13,R21
23.10.2010,17.09.2011,ES,P5284,Parka A,VO,ORD130912,170.87,USD,4,R72
23.09.2011,07.04.2011,ES,P1048,Parka B,VO,ORD998747,478.41,RUB,8,R93
25.07.2010,20.11.2009,UK,P2271,Parka C,VO,ORD672068,399.13,USD,3,R6
22.07.2009,12.05.2012,DE,P8674,Parka C,VO,ORD679032,309.8,RUB,40,R50
31.03.2011,16.02.2010,IT,P8588,Parka C,VO,ORD808817,367.17,EUR,32,R89
23.12.2009,30.01.2011,IT,P3414,Parka D,VO,ORD658507,383.97,RUB,50,R56
18.04.2011,29.08.2011,RU,P5390,Parka B,VO,ORD867199,430.92,EUR,17,R87
23.04.2009,14.07.2011,US,P5698,Parka D,VO,ORD949932,165.6,RUB,41,R18
13.07.2009,14.06.2011,FR,P4970,Parka D,VO,ORD975717,228.36,USD,28,R54
04.02.2009,14.12.2010,CN,P4121,Parka C,VO,ORD814658,146.25,RUB,3,R25
27.11.2009,09.04.2011,DE,P3984,Parka A,VO,ORD250233,373.03,EUR,38,R68
07.11.2010,22.11.2010,ES,P7576,Parka D,VO,ORD859469,336.44,USD,18,R90
11.01.2011,01.02.2011,FR,P9899,Parka B,VO,ORD639418,304.1,RUB,1,R89
31.10.2009,23.05.2011,IT,P1296,Parka A,VO,ORD980943,490.25,USD,50,R46
26.06.2010,29.12.2010,RU,P1368,Parka B,VO,ORD925368,109.05,RUB,7,R59
12.08.2011,17.06.2009,IT,P7951,Parka A,VO,ORD896113,367.98,EUR,3,R2
13.07.2011,01.01.2011,IT,P8071,Parka D,VO,ORD179123,345.77,EUR,7,R63
16.09.2009,06.07.2011,US,P7915,Parka B,VO,ORD814779,423.63,RUB,1,R3
03.02.2011,04.01.2011,FR,P9209,Parka A,VO,ORD814042,388.83,EUR,1,R33
21.02.2009,24.04.2011,US,P2653,Parka A,VO,ORD384842,211.66,RUB,30,R60
12.07.2011,21.11.2009,CN,P9776,Parka B,VO,ORD955328,204.27,RUB,3,R94
12.05.2010,16.03.2011,CN,P3623,Parka D,VO,ORD353353,434.04,RUB,10,R50
02.03.2011,24.12.2011,ES,P6692,Parka C,VO,ORD423703,426.29,EUR,44,R63
16.08.2011,10.01.2010,FR,P4684,Parka D,VO,ORD595710,353.05,RUB,43,R19
27.09.2010,16.12.2010,UK,P2816,Parka A,VO,ORD854352,59.39,EUR,6,R71
31.01.2009,04.08.2009,ES,P7415,Parka A,VO,ORD164839,456.37,RUB,3,R58
21.03.2011,16.10.2011,UK,P4035,Parka D,VO,ORD947832,385.8,EUR,49,R36
08.06.2009,27.04.2011,RU,P4672,Parka A,VO,ORD945910,290.97,USD,49,R94
25.03.2010,25.07.2010,DE,P3639,Parka B,VO,ORD547913,466.55,EUR,19,R47
12.07.2010,17.01.2010,IT,P3367,Parka B,VO,ORD916054,255,USD,29,R20
20.08.2009,01.11.2011,FR,P8673,Parka A,VO,ORD854280,203.78,EUR,27,R31
08.09.2009,09.04.2011,DE,P5099,Parka C,VO,ORD525525,320.12,RUB,11,R54
13.03.2009,21.02.2012,FR,P9363,Parka B,VO,ORD409495,95.21,RUB,40,R10
16.10.2011,19.12.2009,IT,P3115,Parka A,VO,ORD979318,210.32,USD,22,R20
08.01.2011,29.11.2011,US,P2939,Parka D,VO,ORD700518,444.63,RUB,24,R99
27.12.2011,28.07.2011,UK,P7584,Parka D,VO,ORD824824,95.62,RUB,35,R97
14.08.2010,23.09.2010,UK,P1224,Parka D,VO,ORD988103,360.75,EUR,40,R34
20.11.2010,15.11.2011,DE,P4752,Parka A,VO,ORD437191,309.34,RUB,29,R39
28.11.2011,13.02.2010,UK,P5017,Parka A,VO,ORD344338,319.35,RUB,25,R4
13.05.2010,04.01.2011,UK,P3095,Parka B,VO,ORD359563,375.22,USD,49,R56
09.09.2009,01.05.2009,CN,P4305,Parka C,VO,ORD270904,378.99,EUR,25,R50
26.04.2011,14.11.2010,ES,P7873,Parka B,VO,ORD999005,138.65,RUB,21,R72
13.11.2011,08.11.2010,CN,P5097,Parka C,VO,ORD649996,452.06,EUR,26,R75
06.05.2010,11.12.2010,IT,P4839,Parka D,VO,ORD901233,231.46,RUB,19,R19
10.04.2011,10.12.2009,CN,P2978,Parka D,VO,ORD299696,411.82,EUR,19,R98
26.12.2010,20.03.2011,FR,P8431,Parka B,VO,ORD661763,250.62,EUR,23,R68
18.06.2009,09.12.2009,FR,P7564,Parka D,VO,ORD394414,237.8,RUB,5,R71
06.04.2010,01.02.2010,ES,P5052,Parka A,VO,ORD709165,237.27,RUB,9,R54
08.01.2009,03.04.2012,CN,P4859,Parka D,VO,ORD773744,265.16,USD,48,R27
31.03.2010,17.10.2010,UK,P8641,Parka C,VO,ORD146671,55.48,USD,39,R98
29.03.2009,05.04.2009,FR,P8055,Parka C,VO,ORD722533,444.56,RUB,16,R39
05.01.2011,28.05.2011,ES,P6814,Parka B,VO,ORD922876,67.98,USD,50,R55
01.02.2011,02.06.2009,DE,P1158,Parka D,VO,ORD738424,159.07,USD,13,R98
25.11.2009,06.06.2011,UK,P2819,Parka B,VO,ORD198363,326.64,RUB,21,R88
25.02.2010,31.07.2011,US,P2848,Parka A,VO,ORD938551,352.97,USD,13,R17
05.05.2009,23.09.2010,CN,P5909,Parka D,VO,ORD680837,137.74,EUR,15,R19
01.11.2010,24.03.2012,DE,P5885,Parka C,VO,ORD696222,112.62,RUB,42,R83
10.08.2010,08.01.2012,IT,P1842,Parka A,VO,ORD834452,373.78,EUR,26,R98
05.08.2011,21.10.2010,CN,P9678,Parka C,VO,ORD627465,373.14,RUB,1,R69
22.08.2011,30.11.2010,DE,P8105,Parka D,VO,ORD715656,192.61,USD,5,R83
01.09.2011,14.12.2010,FR,P6004,Parka D,VO,ORD754247,55.66,EUR,41,R80
05.05.2010,08.01.2011,FR,P2512,Parka D,VO,ORD866432,99.1,RUB,12,R54
21.01.2010,01.06.2009,RU,P1633,Parka C,VO,ORD431507,51.77,USD,46,R89
24.04.2011,26.09.2010,IT,P6247,Parka A,VO,ORD148568,184.4,EUR,40,R52
18.12.2009,29.09.2010,ES,P6372,Parka B,VO,ORD580398,283.52,USD,42,R52
22.11.2010,26.09.2011,FR,P5326,Parka D,VO,ORD698683,461.72,RUB,38,R22
19.12.2009,27.08.2011,RU,P5462,Parka D,VO,ORD471559,87.98,USD,5,R37
09.09.2010,12.02.2011,RU,P3542,Parka C,VO,ORD666259,290.46,USD,39,R77
21.05.2010,16.08.2010,IT,P1331,Parka B,VO,ORD408270,234.5,RUB,40,R30
29.07.2009,12.04.2010,ES,P1427,Parka B,VO,ORD933252,319.59,RUB,33,R59
20.07.2011,02.09.2010,UK,P4520,Parka D,VO,ORD621283,158.76,EUR,12,R90
19.06.2011,12.07.2011,ES,P3158,Parka C,VO,ORD136050,247.87,USD,34,R19
06.09.2010,01.03.2009,DE,P9809,Parka B,VO,ORD455701,185.14,EUR,21,R38
24.01.2011,01.11.2011,ES,P2584,Parka C,VO,ORD545099,485.03,EUR,5,R76
30.01.2009,31.01.2012,UK,P5722,Parka B,VO,ORD105514,202.4,RUB,13,R43
19.10.2011,04.10.2010,UK,P5452,Parka C,VO,ORD426410,418.58,EUR,45,R93
12.12.2010,25.01.2011,ES,P4697,Parka C,VO,ORD703248,137.19,USD,48,R98
08.12.2011,13.11.2011,ES,P9466,Parka B,VO,ORD238815,169.2,EUR,41,R14
01.04.2010,02.08.2009,DE,P7969,Parka C,VO,ORD984449,382.39,USD,31,R48
09.10.2010,22.01.2012,FR,P2259,Parka A,VO,ORD821987,323.51,EUR,6,R42
13.04.2011,04.07.2009,CN,P2423,Parka C,VO,ORD465871,105.84,RUB,27,R20
08.10.2010,27.11.2009,IT,P4445,Parka C,VO,ORD472206,441.97,RUB,33,R2
24.02.2009,30.08.2009,DE,P7243,Parka A,VO,ORD772088,339.56,RUB,20,R69
03.03.2011,27.05.2010,DE,P3186,Parka D,VO,ORD885286,438.07,RUB,26,R76
17.10.2010,08.11.2009,RU,P4645,Parka C,VO,ORD349415,196.76,RUB,16,R53
18.09.2009,11.08.2010,FR,P6696,Parka B,VO,ORD165881,257.41,RUB,42,R96
14.11.2011,20.03.2012,DE,P2243,Parka A,VO,ORD498515,293.53,EUR,20,R1
13.03.2011,14.10.2009,CN,P6641,Parka D,VO,ORD329066,211.07,RUB,30,R64
20.04.2009,26.12.2011,IT,P1162,Parka B,VO,ORD338492,335.24,USD,37,R12
05.07.2011,23.07.2009,US,P4667,Parka A,VO,ORD124629,307.89,EUR,49,R54
24.12.2011,13.07.2010,DE,P4077,Parka A,VO,ORD815692,116.99,RUB,18,R73
06.12.2011,27.12.2011,US,P7611,Parka D,VO,ORD926442,256.86,RUB,9,R24
16.06.2011,04.10.2009,ES,P7370,Parka B,VO,ORD311705,287.74,RUB,6,R30
14.03.2009,20.06.2009,RU,P8975,Parka D,VO,ORD320849,347.6,EUR,15,R43
24.08.2009,18.08.2010,ES,P6390,Parka A,VO,ORD117375,464.29,RUB,38,R88
17.05.2011,09.07.2011,FR,P2843,Parka B,VO,ORD179354,429.84,USD,38,R69
24.02.2011,22.11.2011,RU,P7713,Parka A,VO,ORD467106,294.81,RUB,13,R58
19.01.2011,17.05.2012,UK,P3101,Parka D,VO,ORD396755,433.38,RUB,35,R93
14.11.2011,28.02.2009,ES,P1098,Parka C,VO,ORD837669,67.89,RUB,17,R67
08.07.2011,22.12.2010,CN,P5615,Parka D,VO,ORD697906,245.11,RUB,14,R91
10.11.2011,22.11.2009,CN,P4547,Parka C,VO,ORD344695,99.88,EUR,49,R40
12.02.2010,09.06.2009,US,P3980,Parka B,VO,ORD684203,152.18,RUB,5,R71
03.11.2010,26.05.2009,DE,P8403,Parka D,VO,ORD636725,404.94,USD,7,R87
15.12.2009,07.02.2010,DE,P1686,Parka B,VO,ORD255986,332.82,EUR,13,R43
07.04.2009,11.11.2010,CN,P9419,Parka B,VO,ORD374172,104.25,RUB,26,R35
22.09.2011,27.03.2009,US,P5219,Parka D,VO,ORD306973,96.69,USD,16,R44
14.07.2010,29.02.2012,RU,P2921,Parka C,VO,ORD289216,59.62,USD,19,R74
07.09.2011,06.12.2011,FR,P7277,Parka A,VO,ORD886477,131.71,EUR,32,R42
01.07.2010,16.08.2011,IT,P1011,Parka B,VO,ORD846989,140.65,USD,15,R91
30.10.2009,28.01.2012,DE,P5441,Parka B,VO,ORD738189,62.72,EUR,20,R86
22.12.2010,30.12.2010,DE,P4197,Parka D,VO,ORD912748,493.78,EUR,43,R86
20.05.2011,19.05.2011,ES,P2221,Parka B,VO,ORD341211,180.44,EUR,21,R87
20.12.2009,19.06.2010,US,P6902,Parka D,VO,ORD745734,232.59,RUB,28,R50
03.10.2011,03.08.2011,US,P5661,Parka A,VO,ORD485151,100.2,EUR,35,R24
27.09.2009,07.01.2010,ES,P9159,Parka C,VO,ORD383792,429.68,USD,16,R33
07.01.2010,30.09.2011,ES,P3614,Parka D,VO,ORD872159,397.62,USD,8,R32
17.05.2011,28.09.2009,DE,P2650,Parka D,VO,ORD705035,277.09,EUR,42,R49
31.03.2009,14.08.2009,UK,P1523,Parka D,VO,ORD394977,495.33,EUR,19,R91
09.04.2009,06.11.2010,DE,P6976,Parka B,VO,ORD188147,392.84,EUR,20,R13
18.02.2009,15.01.2012,ES,P4049,Parka A,VO,ORD579874,302.82,EUR,22,R77
01.03.2011,14.12.2011,RU,P4816,Parka C,VO,ORD189452,252.46,EUR,12,R36
11.12.2009,24.10.2010,CN,P7751,Parka B,VO,ORD123863,397.12,USD,49,R40
12.12.2009,21.03.2010,FR,P4274,Parka C,VO,ORD197183,297.85,USD,14,R69
15.03.2011,16.05.2009,US,P7682,Parka D,VO,ORD253767,383.5,EUR,41,R35
26.06.2009,01.01.2010,FR,P2515,Parka D,VO,ORD530468,250.28,USD,35,R72
31.12.2010,03.08.2009,RU,P1019,Parka C,VO,ORD675312,193.69,USD,41,R78
20.01.2011,09.01.2011,US,P1655,Parka B,VO,ORD856456,245.94,RUB,39,R19
03.12.2009,03.11.2009,UK,P2223,Parka C,VO,ORD482680,320,USD,43,R32
22.10.2010,24.02.2010,RU,P5679,Parka A,VO,ORD343224,131.97,USD,43,R78
04.01.2010,25.01.2011,ES,P6930,Parka D,VO,ORD339063,53.54,EUR,20,R90
24.03.2011,07.03.2010,ES,P8942,Parka B,VO,ORD703503,56.08,EUR,48,R21
14.06.2011,21.01.2011,US,P6902,Parka D,VO,ORD569297,153.62,EUR,47,R22
10.02.2011,16.08.2009,DE,P4725,Parka B,VO,ORD590990,391.3,USD,21,R66
16.09.2010,09.12.2010,CN,P4441,Parka A,VO,ORD464286,216.87,RUB,22,R65
09.05.2010,28.11.2010,DE,P4893,Parka C,VO,ORD711261,324.68,RUB,5,R96
20.02.2009,18.08.2011,RU,P3852,Parka C,VO,ORD290228,64.18,RUB,32,R69
15.12.2010,18.07.2010,RU,P5972,Parka A,VO,ORD925813,184.9,EUR,28,R27
11.12.2011,14.10.2009,RU,P5872,Parka B,VO,ORD842799,452.07,EUR,49,R59
12.04.2010,27.03.2010,UK,P9802,Parka B,VO,ORD186053,118.33,RUB,44,R24
17.05.2011,09.02.2010,ES,P2641,Parka D,VO,ORD550493,141.26,EUR,12,R41
07.02.2011,05.08.2009,UK,P5520,Parka D,VO,ORD582209,233.73,RUB,37,R74
31.05.2010,16.01.2012,FR,P6946,Parka B,VO,ORD155349,211.81,RUB,40,R46
12.01.2010,01.11.2009,CN,P6540,Parka D,VO,ORD544044,374.34,USD,17,R22
09.09.2009,13.07.2010,CN,P2551,Parka B,VO,ORD855530,130.07,USD,40,R47
16.08.2009,26.02.2012,ES,P5520,Parka A,VO,ORD460844,365.22,USD,50,R100
06.08.2010,04.08.2011,UK,P1688,Parka A,VO,ORD685492,448.38,RUB,3,R29
13.11.2009,24.05.2012,UK,P9037,Parka D,VO,ORD214753,247.9,RUB,24,R78
28.04.2009,17.04.2011,FR,P6633,Parka D,VO,ORD969368,179.45,EUR,32,R76
15.07.2009,05.04.2011,FR,P1615,Parka C,VO,ORD477889,333.26,EUR,14,R43
18.02.2009,27.12.2009,IT,P6215,Parka D,VO,ORD747398,485.59,USD,37,R87
04.03.2009,20.10.2010,RU,P6080,Parka D,VO,ORD414148,163.08,EUR,31,R26
10.03.2009,25.02.2010,DE,P7327,Parka C,VO,ORD858934,496.72,USD,18,R51
30.12.2011,21.11.2010,US,P8885,Parka D,VO,ORD499460,365.72,EUR,7,R100
27.08.2009,22.10.2009,IT,P5282,Parka D,VO,ORD780765,158.51,RUB,47,R98
29.08.2011,27.05.2010,CN,P3627,Parka C,VO,ORD552618,210.3,USD,6,R52
09.05.2009,06.07.2009,IT,P2697,Parka D,VO,ORD522953,288.57,EUR,13,R79
31.05.2011,26.02.2011,UK,P3265,Parka B,VO,ORD777931,287.22,USD,46,R41
10.12.2011,09.01.2012,IT,P8232,Parka B,VO,ORD879168,420,RUB,27,R79
30.01.2009,03.07.2009,CN,P7067,Parka C,VO,ORD600676,55.4,EUR,28,R99
09.04.2010,24.10.2009,UK,P1294,Parka D,VO,ORD623553,179.98,EUR,21,R41
13.03.2009,26.03.2010,UK,P6717,Parka A,VO,ORD467243,364.96,RUB,24,R90
18.11.2011,30.01.2011,FR,P4858,Parka C,VO,ORD142438,174.36,USD,35,R19
25.09.2010,10.05.2011,US,P6159,Parka C,VO,ORD101086,286.09,EUR,34,R39
10.12.2011,05.05.2011,UK,P3363,Parka C,VO,ORD861684,281.47,EUR,5,R92
12.02.2011,15.04.2011,US,P5799,Parka C,VO,ORD823435,137.95,EUR,49,R44
28.03.2011,12.01.2012,FR,P4075,Parka C,VO,ORD404548,358.36,RUB,22,R81
29.06.2011,25.01.2010,CN,P2652,Parka B,VO,ORD859682,268.5,RUB,5,R88
11.02.2011,09.05.2010,US,P2830,Parka A,VO,ORD547719,255.63,USD,12,R22
16.01.2010,17.10.2011,UK,P6089,Parka A,VO,ORD579500,107.52,RUB,1,R31
24.04.2009,28.04.2009,UK,P7383,Parka A,VO,ORD216025,344.77,USD,10,R25
04.03.2010,10.09.2011,UK,P6328,Parka C,VO,ORD745787,304.89,RUB,27,R22
14.09.2010,24.03.2010,CN,P1586,Parka A,VO,ORD800169,74.74,USD,48,R84
05.01.2009,30.05.2011,DE,P7401,Parka B,VO,ORD178562,241.78,EUR,23,R88
09.04.2009,27.07.2009,UK,P4969,Parka D,VO,ORD913101,164.74,EUR,13,R25
13.05.2011,19.03.2012,CN,P7246,Parka C,VO,ORD564745,483.6,USD,33,R65
10.02.2009,25.01.2012,RU,P6935,Parka B,VO,ORD427356,360.95,RUB,13,R26
29.01.2009,08.02.2010,IT,P1125,Parka D,VO,ORD883782,244.19,USD,44,R19
05.03.2009,11.09.2010,RU,P8241,Parka A,VO,ORD820036,427.35,RUB,46,R50
15.01.2011,07.03.2010,ES,P8413,Parka A,VO,ORD943536,447.65,USD,10,R98
23.03.2009,11.06.2011,UK,P5018,Parka A,VO,ORD947563,285.57,USD,45,R98
12.01.2011,20.03.2012,RU,P5123,Parka B,VO,ORD984396,255.15,USD,31,R62
07.12.2011,28.06.2009,ES,P6437,Parka A,VO,ORD813287,374.05,EUR,8,R2
28.03.2010,17.01.2010,ES,P3170,Parka C,VO,ORD276776,222.95,RUB,11,R60
19.04.2010,19.08.2010,UK,P8056,Parka C,VO,ORD478891,123.52,EUR,31,R83
18.10.2011,20.02.2012,FR,P5927,Parka A,VO,ORD448201,307.35,RUB,25,R45
13.07.2011,26.12.2009,DE,P4411,Parka A,VO,ORD337987,70.67,USD,3,R28
26.05.2009,25.10.2009,FR,P9503,Parka D,VO,ORD357824,100.36,RUB,38,R28
04.11.2010,22.06.2010,US,P9222,Parka C,VO,ORD546727,442.74,RUB,6,R65
15.12.2010,19.04.2011,FR,P9509,Parka D,VO,ORD810240,414.29,RUB,17,R42
07.01.2009,06.10.2009,ES,P9465,Parka A,VO,ORD851485,101.46,EUR,33,R90
24.07.2011,10.10.2009,ES,P6965,Parka D,VO,ORD430404,216.02,USD,29,R29
06.09.2009,30.06.2009,FR,P2170,Parka B,VO,ORD834972,496.99,RUB,8,R75
01.11.2009,09.01.2012,FR,P4286,Parka C,VO,ORD369048,419.6,RUB,35,R94
10.02.2009,03.12.2010,ES,P4532,Parka A,VO,ORD420899,96.73,EUR,26,R23
13.10.2009,10.10.2010,ES,P1210,Parka B,VO,ORD489208,458.03,RUB,25,R43
17.02.2010,27.07.2011,UK,P3551,Parka B,VO,ORD978439,458.3,EUR,29,R6
16.12.2011,25.03.2011,CN,P2744,Parka C,VO,ORD947803,94.9,USD,24,R26
01.05.2010,14.04.2009,US,P1968,Parka C,VO,ORD746910,431.22,RUB,2,R59
02.04.2009,28.04.2009,ES,P2027,Parka B,VO,ORD823805,132.23,USD,5,R99
23.01.2011,21.03.2010,IT,P1031,Parka A,VO,ORD897955,184.93,RUB,27,R9
28.05.2011,05.10.2009,IT,P2093,Parka D,VO,ORD951030,219.85,USD,7,R32
23.04.2011,25.10.2011,IT,P3110,Parka C,VO,ORD950894,260.01,USD,40,R91
28.04.2010,24.05.2010,DE,P9869,Parka A,VO,ORD183648,136.7,EUR,31,R52
05.10.2011,06.05.2010,FR,P2454,Parka B,VO,ORD635844,385.14,EUR,9,R19
20.07.2010,03.06.2009,RU,P4725,Parka A,VO,ORD344083,429.61,RUB,47,R26
03.03.2010,07.11.2011,UK,P4830,Parka B,VO,ORD425119,128.3,EUR,18,R89
30.05.2010,24.02.2011,DE,P1904,Parka C,VO,ORD692908,318.72,USD,49,R65
25.03.2011,31.01.2012,US,P8085,Parka D,VO,ORD242548,341.53,EUR,10,R30
25.04.2011,07.07.2009,IT,P5746,Parka A,VO,ORD685815,318.71,USD,9,R76
07.06.2010,14.09.2011,ES,P7348,Parka C,VO,ORD746833,198.63,EUR,5,R87
29.10.2011,03.03.2010,RU,P1532,Parka C,VO,ORD571909,489.97,USD,22,R70
07.07.2009,19.02.2010,IT,P2157,Parka D,VO,ORD630381,322.51,RUB,39,R62
02.10.2010,04.09.2010,FR,P6898,Parka C,VO,ORD807568,426.95,RUB,20,R41
01.08.2011,30.05.2010,UK,P8502,Parka B,VO,ORD697579,245.72,RUB,4,R17
17.09.2009,11.11.2011,UK,P5860,Parka C,VO,ORD323685,248.31,USD,2,R16
07.09.2009,28.09.2010,ES,P4441,Parka C,VO,ORD539785,285.69,RUB,11,R82
27.08.2010,26.11.2010,DE,P5416,Parka D,VO,ORD196332,228.92,USD,8,R98
19.01.2010,28.01.2011,US,P2888,Parka D,VO,ORD582269,334.69,RUB,12,R1
13.09.2009,08.09.2009,DE,P5608,Parka C,VO,ORD232321,345.16,EUR,16,R62
11.07.2011,13.11.2009,CN,P8239,Parka C,VO,ORD936214,273.07,RUB,1,R4
13.04.2010,23.06.2009,RU,P5315,Parka C,VO,ORD217105,401.23,USD,1,R77
20.03.2011,13.12.2009,DE,P3343,Parka D,VO,ORD887072,306.19,EUR,22,R71
14.10.2009,06.05.2010,CN,P1761,Parka A,VO,ORD557542,463.72,EUR,39,R89
12.10.2011,01.10.2011,CN,P9082,Parka C,VO,ORD536183,237.63,USD,37,R100
23.07.2011,02.12.2010,CN,P1959,Parka B,VO,ORD859262,218.73,USD,40,R27
16.05.2009,10.08.2011,FR,P7643,Parka A,VO,ORD570909,187.24,USD,36,R9
18.04.2009,03.12.2009,FR,P9532,Parka A,VO,ORD288076,60.81,RUB,15,R17
12.03.2009,14.10.2009,CN,P1909,Parka B,VO,ORD364309,258.43,EUR,35,R49
28.12.2009,10.08.2011,CN,P3150,Parka C,VO,ORD331533,389.61,EUR,49,R46
10.03.2011,26.09.2010,RU,P1604,Parka D,VO,ORD459607,480.83,RUB,32,R89
29.01.2009,23.07.2009,UK,P2365,Parka C,VO,ORD233644,395,USD,18,R98
24.08.2011,13.05.2009,ES,P7731,Parka B,VO,ORD805151,385.84,EUR,20,R11
23.02.2009,13.03.2012,DE,P3937,Parka B,VO,ORD488908,241.49,EUR,47,R49
29.08.2010,23.02.2011,US,P1004,Parka A,VO,ORD336647,168,RUB,29,R42
19.08.2011,15.12.2011,UK,P7269,Parka A,VO,ORD371241,194.04,USD,22,R98
16.03.2010,27.08.2011,ES,P4511,Parka B,VO,ORD856132,121.51,EUR,41,R13
10.02.2009,22.09.2010,US,P3892,Parka B,VO,ORD604947,143.99,USD,49,R45
28.01.2011,25.02.2011,ES,P1832,Parka A,VO,ORD990348,222.01,USD,1,R35
22.08.2011,30.01.2012,ES,P9091,Parka D,VO,ORD695724,261.27,EUR,36,R92
13.11.2009,31.10.2009,IT,P8602,Parka C,VO,ORD124731,489.5,RUB,30,R94
13.06.2011,19.02.2010,US,P1272,Parka C,VO,ORD390741,493.82,EUR,22,R28
10.02.2010,09.06.2009,RU,P2759,Parka B,VO,ORD629934,315.39,USD,20,R54
07.03.2010,26.06.2011,IT,P2591,Parka B,VO,ORD712526,436.8,USD,36,R69
31.05.2010,08.03.2012,US,P5509,Parka D,VO,ORD562099,367.53,RUB,47,R21
23.06.2010,01.02.2011,IT,P2599,Parka C,VO,ORD712302,182.1,RUB,12,R29
03.04.2009,23.04.2011,US,P7219,Parka D,VO,ORD133635,405.72,EUR,47,R89
13.01.2011,09.11.2009,US,P9662,Parka B,VO,ORD385790,150.32,USD,47,R32
04.07.2011,29.02.2012,FR,P7937,Parka B,VO,ORD854068,332.63,USD,14,R75
02.12.2009,11.08.2010,IT,P7655,Parka A,VO,ORD240481,154.67,EUR,26,R55
12.12.2009,16.02.2011,ES,P8216,Parka C,VO,ORD135939,178.78,USD,23,R83
03.12.2010,12.02.2010,ES,P3203,Parka C,VO,ORD556606,109.05,EUR,50,R17
13.03.2010,16.10.2010,DE,P9028,Parka B,VO,ORD531562,72.06,USD,10,R98
19.08.2011,10.06.2010,IT,P5540,Parka A,VO,ORD217162,282.89,RUB,18,R39
04.04.2009,08.06.2010,CN,P7387,Parka C,VO,ORD190996,380.24,USD,3,R22
12.09.2009,19.11.2010,ES,P6914,Parka C,VO,ORD995468,414.34,EUR,24,R42
19.04.2009,25.12.2011,ES,P9417,Parka C,VO,ORD989750,308.42,USD,35,R9
17.07.2009,06.02.2010,RU,P3027,Parka A,VO,ORD950987,305.26,RUB,49,R34
10.09.2009,13.06.2011,UK,P5273,Parka A,VO,ORD743946,287.18,EUR,21,R26
23.04.2010,25.03.2012,CN,P4583,Parka A,VO,ORD492368,398.47,RUB,43,R81
03.03.2009,28.05.2011,FR,P2796,Parka A,VO,ORD751900,96.2,EUR,39,R80
23.11.2011,09.09.2011,FR,P1715,Parka C,VO,ORD340815,66.75,RUB,17,R39
24.05.2009,05.09.2010,RU,P6746,Parka A,VO,ORD301884,134.75,EUR,27,R94
24.08.2009,22.11.2010,US,P5433,Parka B,VO,ORD817260,468.83,EUR,9,R79
20.05.2011,16.01.2011,DE,P7548,Parka C,VO,ORD910410,168.97,RUB,4,R72
20.02.2009,04.08.2009,FR,P9668,Parka D,VO,ORD507188,58.34,RUB,9,R43
08.10.2010,09.03.2011,FR,P6444,Parka B,VO,ORD116567,223.84,RUB,9,R48
23.02.2009,18.04.2010,ES,P5494,Parka B,VO,ORD977284,84.44,USD,43,R78
13.11.2009,24.11.2011,RU,P4710,Parka D,VO,ORD500835,157.79,USD,36,R37
22.03.2011,03.03.2011,US,P2811,Parka A,VO,ORD817378,413.89,USD,22,R61
23.01.2009,25.10.2011,US,P8303,Parka D,VO,ORD532816,396.6,RUB,38,R48
24.11.2009,11.01.2011,US,P5886,Parka B,VO,ORD416721,155.39,RUB,47,R32
06.03.2009,08.04.2012,RU,P3697,Parka B,VO,ORD890975,246.26,EUR,50,R25
27.11.2010,13.09.2009,IT,P2891,Parka B,VO,ORD770597,54.23,EUR,18,R8
07.03.2009,16.12.2009,RU,P4671,Parka C,VO,ORD273512,205.27,USD,2,R78
07.03.2010,08.05.2009,UK,P6589,Parka A,VO,ORD786880,254.49,EUR,22,R41
08.03.2011,19.09.2011,ES,P4769,Parka B,VO,ORD595912,375.99,USD,35,R35
20.02.2009,07.09.2010,ES,P2871,Parka D,VO,ORD512707,128.77,USD,10,R5
30.09.2010,07.11.2010,US,P1357,Parka B,VO,ORD391751,146.25,USD,45,R31
